station id,water year,year,month,day,daily rain,code,,,,,,
234,1906,1906,4,5,0.32,E339,,,,,,
234,1906,1906,4,23,0.22,E339,,,,,,
234,1906,1906,4,27,0.15,E339,,,,,,
234,1906,1906,4,28,0.09,E339,,,,,,
234,1906,1906,5,4,0.07,E339,,,,,,
234,1906,1906,5,8,0.02,E339,,,,,,
234,1906,1906,5,10,0.03,E339,,,,,,
234,1906,1906,5,11,0.02,E339,,,,,,
234,1906,1906,5,25,1.00,E339,,,,,,
234,1906,1906,5,26,0.85,E339,,,,,,
234,1906,1906,5,27,0.41,E339,,,,,,
234,1906,1906,8,20,0.01,E339,,,,,,
234,1906,1906,8,21,0.03,E339,,,,,,
234,1907,1906,11,30,0.35,E339,,,,,,
234,1907,1906,12,2,0.11,E339,,,,,,
234,1907,1906,12,3,0.11,E339,,,,,,
234,1907,1906,12,8,1.00,E339,,,,,,
234,1907,1906,12,10,0.42,E339,,,,,,
234,1907,1906,12,11,1.00,E339,,,,,,
234,1907,1906,12,12,0.99,E339,,,,,,
234,1907,1906,12,13,0.02,E339,,,,,,
234,1907,1906,12,23,0.02,E339,,,,,,
234,1907,1906,12,26,1.20,E339,,,,,,
234,1907,1906,12,27,0.81,E339,,,,,,
234,1907,1906,12,28,0.30,E339,,,,,,
234,1907,1906,12,31,0.48,E339,,,,,,
234,1907,1907,1,5,1.03,E339,,,,,,
234,1907,1907,1,7,1.08,E339,,,,,,
234,1907,1907,1,8,2.35,E339,,,,,,
234,1907,1907,1,9,3.85,E339,,,,,,
234,1907,1907,1,10,0.44,E339,,,,,,
234,1907,1907,1,11,0.22,E339,,,,,,
234,1907,1907,1,13,0.11,E339,,,,,,
234,1907,1907,1,14,1.01,E339,,,,,,
234,1907,1907,1,15,0.28,E339,,,,,,
234,1907,1907,1,17,1.48,E339,,,,,,
234,1907,1907,1,18,0.15,E339,,,,,,
234,1907,1907,1,29,0.46,E339,,,,,,
234,1907,1907,2,16,0.74,E339,,,,,,
234,1907,1907,2,21,1.60,E339,,,,,,
234,1907,1907,3,4,0.88,E339,,,,,,
234,1907,1907,3,5,0.22,E339,,,,,,
234,1907,1907,3,6,0.39,E339,,,,,,
234,1907,1907,3,8,0.19,E339,,,,,,
234,1907,1907,3,9,0.04,E339,,,,,,
234,1907,1907,3,11,0.10,E339,,,,,,
234,1907,1907,3,21,0.19,E339,,,,,,
234,1907,1907,3,22,0.94,E339,,,,,,
234,1907,1907,3,23,0.56,E339,,,,,,
234,1907,1907,3,24,1.48,E339,,,,,,
234,1907,1907,3,25,0.51,E339,,,,,,
234,1907,1907,3,26,0.14,E339,,,,,,
234,1907,1907,4,12,0.05,E339,,,,,,
234,1907,1907,4,13,0.04,E339,,,,,,
234,1907,1907,4,14,0.07,E339,,,,,,
234,1907,1907,4,19,0.11,E339,,,,,,
234,1907,1907,6,5,0.04,E339,,,,,,
234,1907,1907,6,11,0.02,E339,,,,,,
234,1907,1907,6,21,0.10,E339,,,,,,
234,1907,1907,8,27,0.03,E339,,,,,,
234,1908,1907,10,5,0.22,E339,,,,,,
234,1908,1907,10,15,0.05,E339,,,,,,
234,1908,1907,10,21,0.20,E339,,,,,,
234,1908,1907,10,22,2.45,E339,,,,,,
234,1908,1907,10,26,1.86,E339,,,,,,
234,1908,1907,10,27,1.45,E339,,,,,,
234,1908,1907,12,7,1.05,E339,,,,,,
234,1908,1907,12,10,0.19,E339,,,,,,
234,1908,1907,12,15,0.09,E339,,,,,,
234,1908,1907,12,27,0.22,E339,,,,,,
234,1908,1907,12,30,0.16,E339,,,,,,
234,1908,1907,12,31,0.09,E339,,,,,,
234,1908,1908,1,14,0.81,E339,,,,,,
234,1908,1908,1,18,0.03,E339,,,,,,
234,1908,1908,1,24,0.38,E339,,,,,,
234,1908,1908,1,25,0.75,E339,,,,,,
234,1908,1908,1,26,0.82,E339,,,,,,
234,1908,1908,1,27,1.16,E339,,,,,,
234,1908,1908,1,28,0.31,E339,,,,,,
234,1908,1908,2,3,2.39,E339,,,,,,
234,1908,1908,2,4,0.20,E339,,,,,,
234,1908,1908,2,9,1.71,E339,,,,,,
234,1908,1908,2,20,0.90,E339,,,,,,
234,1908,1908,2,21,0.33,E339,,,,,,
234,1908,1908,2,29,0.43,E339,,,,,,
234,1908,1908,3,1,0.08,E339,,,,,,
234,1908,1908,3,4,0.02,E339,,,,,,
234,1908,1908,3,6,0.11,E339,,,,,,
234,1908,1908,4,13,0.02,E339,,,,,,
234,1908,1908,4,22,0.47,E339,,,,,,
234,1908,1908,5,2,0.20,E339,,,,,,
234,1909,1908,9,22,0.65,E339,,,,,,
234,1909,1908,9,24,0.51,E339,,,,,,
234,1909,1908,10,16,0.18,E339,,,,,,
234,1909,1908,10,17,0.02,E339,,,,,,
234,1909,1908,11,25,0.31,E339,,,,,,
234,1909,1908,11,26,1.53,E339,,,,,,
234,1909,1908,12,2,0.60,E339,,,,,,
234,1909,1908,12,3,1.31,E339,,,,,,
234,1909,1908,12,4,0.04,E339,,,,,,
234,1909,1908,12,9,0.35,E339,,,,,,
234,1909,1908,12,10,0.18,E339,,,,,,
234,1909,1909,1,1,0.05,E339,,,,,,
234,1909,1909,1,2,0.04,E339,,,,,,
234,1909,1909,1,6,0.11,E339,,,,,,
234,1909,1909,1,8,0.64,E339,,,,,,
234,1909,1909,1,9,1.28,E339,,,,,,
234,1909,1909,1,12,0.66,E339,,,,,,
234,1909,1909,1,13,0.12,E339,,,,,,
234,1909,1909,1,14,0.81,E339,,,,,,
234,1909,1909,1,16,0.05,E339,,,,,,
234,1909,1909,1,20,6.40,E339,,,,,,
234,1909,1909,1,22,0.25,E339,,,,,,
234,1909,1909,1,24,1.22,E339,,,,,,
234,1909,1909,1,26,3.64,E339,,,,,,
234,1909,1909,1,27,0.17,E339,,,,,,
234,1909,1909,1,28,0.03,E339,,,,,,
234,1909,1909,1,31,0.20,E339,,,,,,
234,1909,1909,2,3,0.62,E339,,,,,,
234,1909,1909,2,5,0.14,E339,,,,,,
234,1909,1909,2,6,1.05,E339,,,,,,
234,1909,1909,2,7,2.26,E339,,,,,,
234,1909,1909,2,8,0.66,E339,,,,,,
234,1909,1909,2,10,1.45,E339,,,,,,
234,1909,1909,2,12,1.40,E339,,,,,,
234,1909,1909,2,20,0.32,E339,,,,,,
234,1909,1909,2,21,0.06,E339,,,,,,
234,1909,1909,3,3,0.25,E339,,,,,,
234,1909,1909,3,6,0.28,E339,,,,,,
234,1909,1909,3,21,1.47,E339,,,,,,
234,1909,1909,3,22,0.71,E339,,,,,,
234,1909,1909,3,24,0.27,E339,,,,,,
234,1909,1909,3,25,2.64,E339,,,,,,
234,1909,1909,3,26,0.63,E339,,,,,,
234,1909,1909,3,27,0.06,E339,,,,,,
234,1909,1909,3,29,0.60,E339,,,,,,
234,1909,1909,5,3,0.03,E339,,,,,,
234,1909,1909,6,17,0.05,E339,,,,,,
234,1909,1909,6,23,0.01,E339,,,,,,
234,1909,1909,6,24,0.02,E339,,,,,,
234,1909,1909,8,24,0.01,E339,,,,,,
234,1910,1909,9,1,0.02,E339,,,,,,
234,1910,1909,9,5,0.01,E339,,,,,,
234,1910,1909,9,7,0.01,E339,,,,,,
234,1910,1909,9,8,0.01,E339,,,,,,
234,1910,1909,9,10,0.01,E339,,,,,,
234,1910,1909,9,13,0.01,E339,,,,,,
234,1910,1909,9,24,0.10,E339,,,,,,
234,1910,1909,10,2,0.54,E339,,,,,,
234,1910,1909,10,3,0.03,E339,,,,,,
234,1910,1909,11,9,0.51,E339,,,,,,
234,1910,1909,11,11,0.33,E339,,,,,,
234,1910,1909,11,14,0.50,E339,,,,,,
234,1910,1909,11,26,1.00,E339,,,,,,
234,1910,1909,12,5,1.17,E339,,,,,,
234,1910,1909,12,7,0.45,E339,,,,,,
234,1910,1909,12,8,1.45,E339,,,,,,
234,1910,1909,12,9,2.44,E339,,,,,,
234,1910,1909,12,10,0.27,E339,,,,,,
234,1910,1909,12,20,1.29,E339,,,,,,
234,1910,1909,12,21,0.13,E339,,,,,,
234,1910,1909,12,22,0.03,E339,,,,,,
234,1910,1909,12,31,2.30,E339,,,,,,
234,1910,1910,1,1,0.73,E339,,,,,,
234,1910,1910,1,2,0.61,E339,,,,,,
234,1910,1910,1,11,0.05,E339,,,,,,
234,1910,1910,1,13,0.02,E339,,,,,,
234,1910,1910,1,14,0.54,E339,,,,,,
234,1910,1910,1,15,0.42,E339,,,,,,
234,1910,1910,1,24,0.15,E339,,,,,,
234,1910,1910,1,25,0.37,E339,,,,,,
234,1910,1910,2,1,0.02,E339,,,,,,
234,1910,1910,2,7,0.06,E339,,,,,,
234,1910,1910,3,14,0.63,E339,,,,,,
234,1910,1910,3,15,0.02,E339,,,,,,
234,1910,1910,3,16,0.01,E339,,,,,,
234,1910,1910,3,19,0.01,E339,,,,,,
234,1910,1910,3,21,0.74,E339,,,,,,
234,1910,1910,3,22,0.48,E339,,,,,,
234,1910,1910,3,23,0.02,E339,,,,,,
234,1910,1910,3,25,0.25,E339,,,,,,
234,1910,1910,3,27,1.46,E339,,,,,,
234,1910,1910,4,5,0.02,E339,,,,,,
234,1910,1910,4,11,0.37,E339,,,,,,
234,1910,1910,7,19,0.02,E339,,,,,,
234,1911,1910,9,14,0.01,E339,,,,,,
234,1911,1910,9,15,2.36,E339,,,,,,
234,1911,1910,9,16,0.19,E339,,,,,,
234,1911,1910,10,11,0.08,E339,,,,,,
234,1911,1910,10,15,0.19,E339,,,,,,
234,1911,1910,10,29,0.02,E339,,,,,,
234,1911,1910,11,4,0.08,E339,,,,,,
234,1911,1910,11,12,0.04,E339,,,,,,
234,1911,1910,11,25,0.21,E339,,,,,,
234,1911,1910,12,10,0.06,E339,,,,,,
234,1911,1910,12,11,0.07,E339,,,,,,
234,1911,1910,12,12,0.05,E339,,,,,,
234,1911,1910,12,19,0.05,E339,,,,,,
234,1911,1910,12,20,0.52,E339,,,,,,
234,1911,1911,1,9,0.40,E339,,,,,,
234,1911,1911,1,10,3.05,E339,,,,,,
234,1911,1911,1,12,0.05,E339,,,,,,
234,1911,1911,1,13,0.52,E339,,,,,,
234,1911,1911,1,14,0.10,E339,,,,,,
234,1911,1911,1,15,0.54,E339,,,,,,
234,1911,1911,1,21,0.02,E339,,,,,,
234,1911,1911,1,24,0.65,E339,,,,,,
234,1911,1911,1,25,1.16,E339,,,,,,
234,1911,1911,1,26,0.13,E339,,,,,,
234,1911,1911,1,28,0.62,E339,,,,,,
234,1911,1911,1,29,5.09,E339,,,,,,
234,1911,1911,1,30,0.63,E339,,,,,,
234,1911,1911,1,31,1.25,E339,,,,,,
234,1911,1911,2,3,0.07,E339,,,,,,
234,1911,1911,2,4,2.31,E339,,,,,,
234,1911,1911,2,5,0.03,E339,,,,,,
234,1911,1911,2,11,1.00,E339,,,,,,
234,1911,1911,2,12,0.30,E339,,,,,,
234,1911,1911,2,13,0.04,E339,,,,,,
234,1911,1911,2,14,0.18,E339,,,,,,
234,1911,1911,2,26,0.13,E339,,,,,,
234,1911,1911,2,27,0.86,E339,,,,,,
234,1911,1911,3,1,1.02,E339,,,,,,
234,1911,1911,3,2,0.93,E339,,,,,,
234,1911,1911,3,3,0.49,E339,,,,,,
234,1911,1911,3,5,0.45,E339,,,,,,
234,1911,1911,3,7,0.25,E339,,,,,,
234,1911,1911,3,8,1.75,E339,,,,,,
234,1911,1911,3,9,2.50,E339,,,,,,
234,1911,1911,3,10,0.20,E339,,,,,,
234,1911,1911,3,11,0.01,E339,,,,,,
234,1911,1911,3,21,0.13,E339,,,,,,
234,1911,1911,3,27,0.02,E339,,,,,,
234,1911,1911,3,30,0.01,E339,,,,,,
234,1911,1911,4,1,0.24,E339,,,,,,
234,1911,1911,4,3,0.03,E339,,,,,,
234,1911,1911,4,5,0.44,E339,,,,,,
234,1911,1911,4,24,0.02,E339,,,,,,
234,1911,1911,4,25,0.04,E339,,,,,,
234,1911,1911,4,26,0.12,E339,,,,,,
234,1911,1911,4,27,0.13,E339,,,,,,
234,1911,1911,5,23,0.01,E339,,,,,,
234,1911,1911,5,24,0.02,E339,,,,,,
234,1911,1911,6,19,0.02,E339,,,,,,
234,1911,1911,6,20,0.03,E339,,,,,,
234,1912,1911,9,2,0.02,E339,,,,,,
234,1912,1911,9,21,0.09,E339,,,,,,
234,1912,1911,9,28,0.01,E339,,,,,,
234,1912,1911,10,13,0.02,E339,,,,,,
234,1912,1911,10,26,0.17,E339,,,,,,
234,1912,1911,10,27,0.04,E339,,,,,,
234,1912,1911,10,28,0.05,E339,,,,,,
234,1912,1911,11,10,0.02,E339,,,,,,
234,1912,1911,12,4,0.33,E339,,,,,,
234,1912,1911,12,5,0.04,E339,,,,,,
234,1912,1911,12,6,1.61,E339,,,,,,
234,1912,1911,12,7,0.14,E339,,,,,,
234,1912,1911,12,28,0.16,E339,,,,,,
234,1912,1911,12,29,0.05,E339,,,,,,
234,1912,1912,1,2,0.06,E339,,,,,,
234,1912,1912,1,11,0.21,E339,,,,,,
234,1912,1912,1,27,0.15,E339,,,,,,
234,1912,1912,3,1,0.48,E339,,,,,,
234,1912,1912,3,4,1.56,E339,,,,,,
234,1912,1912,3,5,1.00,E339,,,,,,
234,1912,1912,3,6,1.42,E339,,,,,,
234,1912,1912,3,10,1.23,E339,,,,,,
234,1912,1912,3,12,1.10,E339,,,,,,
234,1912,1912,3,13,1.96,E339,,,,,,
234,1912,1912,3,19,0.02,E339,,,,,,
234,1912,1912,3,21,0.05,E339,,,,,,
234,1912,1912,3,26,0.35,E339,,,,,,
234,1912,1912,3,27,0.22,E339,,,,,,
234,1912,1912,3,29,0.06,E339,,,,,,
234,1912,1912,4,9,1.08,E339,,,,,,
234,1912,1912,4,10,0.10,E339,,,,,,
234,1912,1912,4,11,0.85,E339,,,,,,
234,1912,1912,4,12,0.06,E339,,,,,,
234,1912,1912,4,30,0.03,E339,,,,,,
234,1912,1912,5,8,0.22,E339,,,,,,
234,1912,1912,5,17,0.04,E339,,,,,,
234,1912,1912,5,26,1.32,E339,,,,,,
234,1913,1912,10,2,0.03,E339,,,,,,
234,1913,1912,10,3,0.25,E339,,,,,,
234,1913,1912,11,10,0.19,E339,,,,,,
234,1913,1912,11,30,0.02,E339,,,,,,
234,1913,1913,1,9,0.34,E339,,,,,,
234,1913,1913,1,10,0.24,E339,,,,,,
234,1913,1913,1,14,1.50,E339,,,,,,
234,1913,1913,1,15,0.75,E339,,,,,,
234,1913,1913,1,16,0.29,E339,,,,,,
234,1913,1913,1,31,0.02,E339,,,,,,
234,1913,1913,2,6,0.02,E339,,,,,,
234,1913,1913,2,7,0.56,E339,,,,,,
234,1913,1913,2,8,1.00,E339,,,,,,
234,1913,1913,2,21,0.14,E339,,,,,,
234,1913,1913,2,22,0.01,E339,,,,,,
234,1913,1913,2,23,0.14,E339,,,,,,
234,1913,1913,2,24,3.86,E339,,,,,,
234,1913,1913,2,25,0.55,E339,,,,,,
234,1913,1913,3,12,0.03,E339,,,,,,
234,1913,1913,3,18,0.21,E339,,,,,,
234,1913,1913,3,19,0.04,E339,,,,,,
234,1913,1913,3,22,0.16,E339,,,,,,
234,1913,1913,3,23,0.03,E339,,,,,,
234,1913,1913,3,24,0.17,E339,,,,,,
234,1913,1913,4,16,0.19,E339,,,,,,
234,1913,1913,4,17,0.47,E339,,,,,,
234,1913,1913,4,19,0.11,E339,,,,,,
234,1913,1913,4,20,0.24,E339,,,,,,
234,1913,1913,4,24,0.03,E339,,,,,,
234,1913,1913,5,26,0.06,E339,,,,,,
234,1913,1913,5,27,0.08,E339,,,,,,
234,1913,1913,5,28,0.05,E339,,,,,,
234,1913,1913,6,26,0.05,E339,,,,,,
234,1913,1913,6,27,0.45,E339,,,,,,
