station id,water year,year,month,day,daily rain,code,,,,,,
208,1958,1957,12,6,0.67,P383,,,,,,
208,1958,1957,12,15,0.53,P383,,,,,,
208,1958,1957,12,16,0.89,P383,,,,,,
208,1958,1957,12,17,1.6,P383,,,,,,
208,1958,1957,12,18,0.09,P383,,,,,,
208,1958,1958,1,9,0.18,P383,,,,,,
208,1958,1958,1,25,0.25,P383,,,,,,
208,1958,1958,1,26,2.21,P383,,,,,,
208,1958,1958,1,30,0.11,P383,,,,,,
208,1958,1958,2,3,1.2,P383,,,,,,
208,1958,1958,2,4,1.2,P383,,,,,,
208,1958,1958,2,5,0.36,P383,,,,,,
208,1958,1958,2,6,0.04,P383,,,,,,
208,1958,1958,2,8,0.27,P383,,,,,,
208,1958,1958,2,12,0.27,P383,,,,,,
208,1958,1958,2,19,2.3,P383,,,,,,
208,1958,1958,2,25,2.12,P383,,,,,,
208,1958,1958,2,26,0.04,P383,,,,,,
208,1958,1958,3,6,0.04,P383,,,,,,
208,1958,1958,3,11,0.55,P383,,,,,,
208,1958,1958,3,13,0.11,P383,,,,,,
208,1958,1958,3,14,0.2,P383,,,,,,
208,1958,1958,3,15,0.78,P383,,,,,,
208,1958,1958,3,16,1.17,P383,,,,,,
208,1958,1958,3,17,0.12,P383,,,,,,
208,1958,1958,3,21,0.56,P383,,,,,,
208,1958,1958,3,22,0.62,P383,,,,,,
208,1958,1958,3,23,0.12,P383,,,,,,
208,1958,1958,3,27,0.95,P383,,,,,,
208,1958,1958,3,28,0.09,P383,,,,,,
208,1958,1958,3,30,0.39,P383,,,,,,
208,1958,1958,3,31,0.09,P383,,,,,,
208,1958,1958,4,1,0.78,P383,,,,,,
208,1958,1958,4,2,0.71,P383,,,,,,
208,1958,1958,4,3,1.47,P383,,,,,,
208,1958,1958,4,4,0.13,P383,,,,,,
208,1958,1958,4,6,0.8,P383,,,,,,
208,1958,1958,4,7,1.16,P383,,,,,,
208,1958,1958,5,22,0.28,P383,,,,,,
208,1959,1958,9,7,0.84,P383,,,,,,
208,1959,1958,9,23,0.22,P383,,,,,,
208,1959,1958,12,20,0.07,P383,,,,,,
208,1959,1959,1,6,1.74,P383,,,,,,
208,1959,1959,1,7,0.13,P383,,,,,,
208,1959,1959,1,10,0.09,P383,,,,,,
208,1959,1959,2,8,0.2,P383,,,,,,
208,1959,1959,2,10,0.09,P383,,,,,,
208,1959,1959,2,11,1.38,P383,,,,,,
208,1959,1959,2,12,0.31,P383,,,,,,
208,1959,1959,2,16,0.36,P383,,,,,,
208,1959,1959,2,17,0.53,P383,,,,,,
208,1959,1959,2,18,0.09,P383,,,,,,
208,1959,1959,2,21,1.19,P383,,,,,,
208,1959,1959,4,26,1.18,P383,,,,,,
208,1960,1959,12,21,0.28,P383,,,,,,
208,1960,1959,12,24,0.53,P383,,,,,,
208,1960,1960,1,10,1.56,P383,,,,,,
208,1960,1960,1,12,0.45,P383,,,,,,
208,1960,1960,1,14,0.45,P383,,,,,,
208,1960,1960,1,22,0.49,P383,,,,,,
208,1960,1960,1,25,0.22,P383,,,,,,
208,1960,1960,1,26,0.04,P383,,,,,,
208,1960,1960,2,1,1.65,P383,,,,,,
208,1960,1960,2,3,0.11,P383,,,,,,
208,1960,1960,2,8,0.27,P383,,,,,,
208,1960,1960,2,9,0.22,P383,,,,,,
208,1960,1960,2,29,1.07,P383,,,,,,
208,1960,1960,3,1,0.36,P383,,,,,,
208,1960,1960,3,23,0.05,P383,,,,,,
208,1960,1960,3,28,0.71,P383,,,,,,
208,1960,1960,4,24,0.11,P383,,,,,,
208,1960,1960,4,27,1.49,P383,,,,,,
208,1960,1960,4,28,0.34,P383,,,,,,
208,1961,1960,10,23,0.05,P383,,,,,,
208,1961,1960,11,3,1.34,P383,,,,,,
208,1961,1960,11,4,0.01,P383,,,,,,
208,1961,1960,11,5,0.1,P383,,,,,,
208,1961,1960,11,6,3.12,P383,,,,,,
208,1961,1960,11,7,0.11,P383,,,,,,
208,1961,1960,11,12,0.91,P383,,,,,,
208,1961,1960,11,26,0.76,P383,,,,,,
208,1961,1961,1,26,0.98,P383,,,,,,
208,1961,1961,1,27,0.09,P383,,,,,,
208,1961,1961,1,31,0.09,P383,,,,,,
208,1961,1961,2,11,0.04,P383,,,,,,
208,1961,1961,3,15,0.53,P383,,,,,,
208,1961,1961,3,17,0.09,P383,,,,,,
208,1962,1961,9,16,0.07,P383,,,,,,
208,1962,1961,9,18,0.11,P383,,,,,,
208,1962,1961,11,20,1.69,P383,,,,,,
208,1962,1961,11,25,0.76,P383,,,,,,
208,1962,1961,11,30,0.16,P383,,,,,,
208,1962,1961,12,2,0.76,P383,,,,,,
208,1962,1961,12,3,0.13,P383,,,,,,
208,1962,1961,12,14,0.11,P383,,,,,,
208,1962,1962,1,12,0.04,P383,,,,,,
208,1962,1962,1,20,1.04,P383,,,,,,
208,1962,1962,1,21,0.18,P383,,,,,,
208,1962,1962,1,22,0.27,P383,,,,,,
208,1962,1962,1,23,0.8,P383,,,,,,
208,1962,1962,2,8,2.89,P383,,,,,,
208,1962,1962,2,9,1.42,P383,,,,,,
208,1962,1962,2,10,3.16,P383,,,,,,
208,1962,1962,2,11,3.47,P383,,,,,,
208,1962,1962,2,12,0.71,P383,,,,,,
208,1962,1962,2,14,0.11,P383,,,,,,
208,1962,1962,2,15,1.56,P383,,,,,,
208,1962,1962,2,16,0.18,P383,,,,,,
208,1962,1962,2,19,2.8,P383,,,,,,
208,1962,1962,2,20,0.45,P383,,,,,,
208,1962,1962,2,21,0.2,P383,,,,,,
208,1962,1962,2,24,0.04,P383,,,,,,
208,1962,1962,3,2,0.04,P383,,,,,,
208,1962,1962,3,7,0.62,P383,,,,,,
208,1962,1962,3,9,0.03,P383,,,,,,
208,1962,1962,3,20,0.13,P383,,,,,,
208,1962,1962,3,22,0.45,P383,,,,,,
208,1963,1962,10,14,0.49,P383,,,,,,
208,1963,1963,1,30,0.04,P383,,,,,,
208,1963,1963,1,31,0.85,P383,,,,,,
208,1963,1963,2,1,0.89,P383,,,,,,
208,1963,1963,2,2,0.09,P383,,,,,,
208,1963,1963,2,9,0.45,P383,,,,,,
208,1963,1963,2,10,3.34,P383,,,,,,
208,1963,1963,2,11,0.45,P383,,,,,,
208,1963,1963,2,13,0.13,P383,,,,,,
208,1963,1963,2,14,0.58,P383,,,,,,
208,1963,1963,3,9,0.22,P383,,,,,,
208,1963,1963,3,15,0.04,P383,,,,,,
208,1963,1963,3,17,1.82,P383,,,,,,
208,1963,1963,3,23,0.4,P383,,,,,,
208,1963,1963,3,24,0.09,P383,,,,,,
208,1963,1963,3,28,1.11,P383,,,,,,
208,1963,1963,4,8,0.18,P383,,,,,,
208,1963,1963,4,14,0.89,P383,,,,,,
208,1963,1963,4,15,0.27,P383,,,,,,
208,1963,1963,4,20,0.31,P383,,,,,,
208,1963,1963,4,26,0.92,P383,,,,,,
208,1963,1963,5,9,0.27,P383,,,,,,
208,1963,1963,6,10,0.18,P383,,,,,,
208,1963,1963,6,11,0.67,P383,,,,,,
208,1963,1963,6,12,0.09,P383,,,,,,
208,1963,1963,6,18,0.08,P383,,,,,,
208,1964,1963,9,4,0.36,P383,,,,,,
208,1964,1963,9,6,0.18,P383,,,,,,
208,1964,1963,9,18,0.22,P383,,,,,,
208,1964,1963,9,19,1.11,P383,,,,,,
208,1964,1963,10,4,0.04,P383,,,,,,
208,1964,1963,10,11,0.18,P383,,,,,,
208,1964,1963,10,16,0.8,P383,,,,,,
208,1964,1963,11,3,0.04,P383,,,,,,
208,1964,1963,11,6,0.71,P383,,,,,,
208,1964,1963,11,15,0.67,P383,,,,,,
208,1964,1963,11,20,1.87,P383,,,,,,
208,1964,1964,1,21,0.89,P383,,,,,,
208,1964,1964,1,22,0.62,P383,,,,,,
208,1964,1964,3,2,0.22,P383,,,,,,
208,1964,1964,3,12,0.34,P383,,,,,,
208,1964,1964,3,23,1.16,P383,,,,,,
208,1964,1964,3,24,0.06,P383,,,,,,
208,1964,1964,4,1,2.29,P383,,,,,,
208,1964,1964,5,4,0.09,P383,,,,,,
208,1965,1964,10,28,0.44,P383,,,,,,
208,1965,1964,10,29,0.34,P383,,,,,,
208,1965,1964,11,8,0.29,P383,,,,,,
208,1965,1964,11,9,0.86,P383,,,,,,
208,1965,1964,11,10,0.69,P383,,,,,,
208,1965,1964,11,11,0.18,P383,,,,,,
208,1965,1964,11,17,0.12,P383,,,,,,
208,1965,1964,12,19,0.52,P383,,,,,,
208,1965,1964,12,20,2.23,P383,,,,,,
208,1965,1964,12,21,0.53,P383,,,,,,
208,1965,1964,12,27,0.78,P383,,,,,,
208,1965,1964,12,28,0.19,P383,,,,,,
208,1965,1964,12,30,0.22,P383,,,,,,
208,1965,1964,12,31,0.1,P383,,,,,,
208,1965,1965,1,7,0.73,P383,,,,,,
208,1965,1965,1,17,0.29,P383,,,,,,
208,1965,1965,2,5,0.06,P383,,,,,,
208,1965,1965,2,6,0.53,P383,,,,,,
208,1965,1965,3,5,0.11,P383,,,,,,
208,1965,1965,3,6,0.06,P383,,,,,,
208,1965,1965,3,7,0.59,P383,,,,,,
208,1965,1965,3,12,0.09,P383,,,,,,
208,1965,1965,3,13,0.43,P383,,,,,,
208,1965,1965,3,15,0.05,P383,,,,,,
208,1965,1965,3,31,0.85,P383,,,,,,
208,1965,1965,4,1,0.93,P383,,,,,,
208,1965,1965,4,2,0.69,P383,,,,,,
208,1965,1965,4,3,0.45,P383,,,,,,
208,1965,1965,4,4,0.8,P383,,,,,,
208,1965,1965,4,6,0.07,P383,,,,,,
208,1965,1965,4,8,2.03,P383,,,,,,
208,1965,1965,4,9,0.68,P383,,,,,,
208,1965,1965,4,10,1.42,P383,,,,,,
208,1965,1965,4,11,0.17,P383,,,,,,
208,1965,1965,4,12,0.2,P383,,,,,,
208,1965,1965,5,12,0.02,P383,,,,,,
208,1965,1965,5,31,0.12,P383,,,,,,
208,1965,1965,6,19,0.04,P383,,,,,,
208,1965,1965,6,23,0.02,P383,,,,,,
208,1966,1965,9,6,0.19,P383,,,,,,
208,1966,1965,11,14,0.25,P383,,,,,,
208,1966,1965,11,15,0.53,P383,,,,,,
208,1966,1965,11,16,0.77,P383,,,,,,
208,1966,1965,11,17,2.71,P383,,,,,,
208,1966,1965,11,18,0.61,P383,,,,,,
208,1966,1965,11,19,0.53,P383,,,,,,
208,1966,1965,11,23,1.3,P383,,,,,,
208,1966,1965,11,24,2.74,P383,,,,,,
208,1966,1965,11,25,0.37,P383,,,,,,
208,1966,1965,12,10,0.25,P383,,,,,,
208,1966,1965,12,12,0.27,P383,,,,,,
208,1966,1965,12,13,0.09,P383,,,,,,
208,1966,1965,12,14,0.09,P383,,,,,,
208,1966,1965,12,25,0.02,P383,,,,,,
208,1966,1965,12,29,2.11,P383,,,,,,
208,1966,1965,12,30,0.4,P383,,,,,,
208,1966,1965,12,31,0.49,P383,,,,,,
208,1966,1966,1,1,0.09,P383,,,,,,
208,1966,1966,1,19,0.05,P383,,,,,,
208,1966,1966,1,30,1.58,P383,,,,,,
208,1966,1966,1,31,0.04,P383,,,,,,
208,1966,1966,2,2,0.06,P383,,,,,,
208,1966,1966,2,4,0.03,P383,,,,,,
208,1966,1966,2,6,0.93,P383,,,,,,
208,1966,1966,3,2,0.08,P383,,,,,,
208,1966,1966,3,17,0.02,P383,,,,,,
208,1966,1966,5,8,0.12,P383,,,,,,
208,1966,1966,5,9,0.09,P383,,,,,,
208,1967,1966,11,7,2.58,P383,,,,,,
208,1967,1966,11,8,0.04,P383,,,,,,
208,1967,1966,11,17,0.02,P383,,,,,,
208,1967,1966,11,20,0.31,P383,,,,,,
208,1967,1966,11,29,0.35,P383,,,,,,
208,1967,1966,12,3,2.63,P383,,,,,,
208,1967,1966,12,5,1.08,P383,,,,,,
208,1967,1966,12,6,2.45,P383,,,,,,
208,1967,1966,12,7,0.53,P383,,,,,,
208,1967,1967,1,22,1.64,P383,,,,,,
208,1967,1967,1,23,0.16,P383,,,,,,
208,1967,1967,1,24,1.19,P383,,,,,,
208,1967,1967,1,25,2.67,P383,,,,,,
208,1967,1967,1,31,0.34,P383,,,,,,
208,1967,1967,2,24,0.43,P383,,,,,,
208,1967,1967,3,11,0.18,P383,,,,,,
208,1967,1967,3,12,0.54,P383,,,,,,
208,1967,1967,3,13,0.75,P383,,,,,,
208,1967,1967,3,14,0.35,P383,,,,,,
208,1967,1967,3,16,0.04,P383,,,,,,
208,1967,1967,3,17,0.15,P383,,,,,,
208,1967,1967,3,31,0.73,P383,,,,,,
208,1967,1967,4,2,0.69,P383,,,,,,
208,1967,1967,4,5,0.45,P383,,,,,,
208,1967,1967,4,7,0.18,P383,,,,,,
208,1967,1967,4,11,0.81,P383,,,,,,
208,1967,1967,4,15,0.02,P383,,,,,,
208,1967,1967,4,18,0.22,P383,,,,,,
208,1967,1967,4,19,0.62,P383,,,,,,
208,1967,1967,4,20,0.23,P383,,,,,,
208,1967,1967,4,21,0.27,P383,,,,,,
208,1967,1967,4,22,0.57,P383,,,,,,
208,1967,1967,4,24,0.16,P383,,,,,,
208,1967,1967,4,29,0.05,P383,,,,,,
208,1968,1967,9,28,0.09,P383,,,,,,
208,1968,1967,9,29,0.25,P383,,,,,,
208,1968,1967,9,30,0.02,P383,,,,,,
208,1968,1967,11,19,2.27,P383,,,,,,
208,1968,1967,11,20,0.38,P383,,,,,,
208,1968,1967,11,21,0.62,P383,,,,,,
208,1968,1967,11,22,1.01,P383,,,,,,
208,1968,1967,11,30,0.52,P383,,,,,,
208,1968,1967,12,5,0.07,P383,,,,,,
208,1968,1967,12,7,0.06,P383,,,,,,
208,1968,1967,12,18,0.45,P383,,,,,,
208,1968,1967,12,19,0.49,P383,,,,,,
208,1968,1968,1,11,0.85,P383,,,,,,
208,1968,1968,1,27,0.2,P383,,,,,,
208,1968,1968,1,28,0.51,P383,,,,,,
208,1968,1968,1,31,0.23,P383,,,,,,
208,1968,1968,2,9,0.07,P383,,,,,,
208,1968,1968,2,13,0.23,P383,,,,,,
208,1968,1968,2,14,0.14,P383,,,,,,
208,1968,1968,2,17,0.76,P383,,,,,,
208,1968,1968,2,18,0.19,P383,,,,,,
208,1968,1968,2,27,0.12,P383,,,,,,
208,1968,1968,3,8,3.25,P383,,,,,,
208,1968,1968,3,9,0.09,P383,,,,,,
208,1968,1968,3,13,0.49,P383,,,,,,
208,1968,1968,3,16,0.05,P383,,,,,,
208,1968,1968,3,31,0.04,P383,,,,,,
208,1968,1968,4,2,0.93,P383,,,,,,
208,1968,1968,8,7,0.1,P383,,,,,,
208,1968,1968,8,26,0.03,P383,,,,,,
208,1969,1968,10,14,1.07,P383,,,,,,
208,1969,1968,10,30,0.14,P383,,,,,,
208,1969,1968,11,3,0.1,P383,,,,,,
208,1969,1968,11,15,0.57,P383,,,,,,
208,1969,1968,12,11,0.31,P383,,,,,,
208,1969,1968,12,15,0.45,P383,,,,,,
208,1969,1968,12,16,0.35,P383,,,,,,
208,1969,1968,12,25,0.52,P383,,,,,,
208,1969,1968,12,26,0.23,P383,,,,,,
208,1969,1968,12,29,0.16,P383,,,,,,
208,1969,1969,1,13,0.04,P383,,,,,,
208,1969,1969,1,14,1.16,P383,,,,,,
208,1969,1969,1,19,1.67,P383,,,,,,
208,1969,1969,1,20,4.76,P383,,,,,,
208,1969,1969,1,21,2.23,P383,,,,,,
208,1969,1969,1,22,0.22,P383,,,,,,
208,1969,1969,1,24,0.85,P383,,,,,,
208,1969,1969,1,25,4.14,P383,,,,,,
208,1969,1969,1,26,0.5,P383,,,,,,
208,1969,1969,1,27,0.34,P383,,,,,,
208,1969,1969,1,28,0.39,P383,,,,,,
208,1969,1969,2,5,0.53,P383,,,,,,
208,1969,1969,2,6,0.82,P383,,,,,,
208,1969,1969,2,7,0.27,P383,,,,,,
208,1969,1969,2,12,0.1,P383,,,,,,
208,1969,1969,2,14,0.16,P383,,,,,,
208,1969,1969,2,15,1.01,P383,,,,,,
208,1969,1969,2,18,0.51,P383,,,,,,
208,1969,1969,2,19,0.03,P383,,,,,,
208,1969,1969,2,22,0.71,P383,,,,,,
208,1969,1969,2,23,0.8,P383,,,,,,
208,1969,1969,2,24,1.59,P383,,,,,,
208,1969,1969,2,25,1.98,P383,,,,,,
208,1969,1969,2,26,0.17,P383,,,,,,
